Insee - Statistiques locales; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; 
Code;Libellé;Unités légales dans industrie manufacturière, industries extractives et autres (en nombre) 2021;Part construction dans les créations d'ent. 2023;Population municipale 2022;Créations d'entreprises (en nombre) 2023;Unités légales (en nombre) 2021
80036;Aubigny;0;0;516;4;19
80037;Aubvillers;0;N/A - résultat non disponible;167;N/A - résultat non disponible;4
80038;Auchonvillers;0;0;124;2;9
80039;Ault;5;5.9;1369;17;93
80040;Aumâtre;1;N/A - résultat non disponible;171;N/A - résultat non disponible;8
80041;Aumont;0;N/A - résultat non disponible;128;N/A - résultat non disponible;9
80042;Autheux;1;N/A - résultat non disponible;121;N/A - résultat non disponible;4
80043;Authie;0;25;258;4;12
80044;Authieule;0;N/A - résultat non disponible;397;N/A - résultat non disponible;8
80045;Authuille;0;N/A - résultat non disponible;157;N/A - résultat non disponible;6
80046;Avelesges;0;N/A - résultat non disponible;51;N/A - résultat non disponible;0
80047;Aveluy;2;16.7;537;6;17
80048;Avesnes-Chaussoy;1;N/A - résultat non disponible;66;N/A - résultat non disponible;2
80049;Ayencourt;0;N/A - résultat non disponible;153;N/A - résultat non disponible;6
80050;Bacouel-sur-Selle;4;0;466;2;25
80051;Bailleul;3;0;252;3;9
80052;Baizieux;0;N/A - résultat non disponible;242;N/A - résultat non disponible;3
80053;Balâtre;0;N/A - résultat non disponible;75;N/A - résultat non disponible;3
80054;Barleux;1;0;229;1;6
80055;Barly;0;0;163;1;3
80056;Bavelincourt;0;N/A - résultat non disponible;100;N/A - résultat non disponible;5
80057;Bayencourt;0;N/A - résultat non disponible;73;N/A - résultat non disponible;2
80058;Bayonvillers;4;0;337;3;11
80059;Bazentin;0;N/A - résultat non disponible;82;N/A - résultat non disponible;2
80060;Béalcourt;0;50;119;2;5
80061;Beaucamps-le-Jeune;0;N/A - résultat non disponible;193;N/A - résultat non disponible;4
80062;Beaucamps-le-Vieux;9;25;1421;4;55
80063;Beauchamps;7;22.2;943;9;55
80064;Beaucourt-en-Santerre;1;N/A - résultat non disponible;164;N/A - résultat non disponible;6
80065;Beaucourt-sur-l'Ancre;1;0;89;1;5
80066;Beaucourt-sur-l'Hallue;1;0;279;5;15
80067;Beaufort-en-Santerre;0;50;189;2;14
80068;Beaumetz;0;0;217;4;7
80069;Beaumont-Hamel;2;0;202;1;9
80070;Beauquesne;2;15.4;1341;13;61
80071;Beauval;6;14.3;1953;7;61
80073;Bécordel-Bécourt;2;N/A - résultat non disponible;154;N/A - résultat non disponible;5
80074;Becquigny;0;0;116;1;7
80076;Béhen;2;0;508;5;24
80077;Béhencourt;1;N/A - résultat non disponible;306;N/A - résultat non disponible;22
80078;Bellancourt;2;25;505;4;22
80079;Belleuse;2;0;299;2;13
80080;Belloy-en-Santerre;2;33.3;151;3;10
80081;Belloy-Saint-Léonard;0;0;84;1;3
80082;Belloy-sur-Somme;3;33.3;725;3;21
80083;Bergicourt;1;N/A - résultat non disponible;143;N/A - résultat non disponible;8
80084;Bermesnil;0;50;201;2;3
80085;Bernâtre;0;N/A - résultat non disponible;38;N/A - résultat non disponible;1
80086;Bernaville;5;20;1047;5;59
80087;Bernay-en-Ponthieu;0;0;240;3;10
80088;Bernes;2;0;354;4;12
80089;Berneuil;1;0;274;2;15
80090;Berny-en-Santerre;1;0;151;1;8
80092;Bertangles;1;14.3;797;7;27
80093;Berteaucourt-les-Dames;5;0;1095;6;40
80094;Berteaucourt-lès-Thennes;5;12.5;497;8;21
80095;Bertrancourt;1;0;212;3;5
80096;Béthencourt-sur-Mer;9;0;897;4;36
80097;Béthencourt-sur-Somme;0;0;126;1;4
80098;Bettembos;0;0;96;2;1
80099;Bettencourt-Rivière;0;N/A - résultat non disponible;215;N/A - résultat non disponible;4
80100;Bettencourt-Saint-Ouen;1;0;612;1;15
80101;Beuvraignes;4;0;880;4;23
80102;Biaches;1;0;386;2;15
80103;Biarre;0;N/A - résultat non disponible;58;N/A - résultat non disponible;9
80104;Biencourt;1;0;142;1;5
80105;Billancourt;1;0;174;2;14
80106;Blangy-sous-Poix;0;0;165;3;4
80107;Blangy-Tronville;3;0;623;5;30
80108;Boisbergues;0;0;66;2;2
80109;Le Boisle;0;25;330;4;16
80110;Boismont;1;0;457;6;26
80112;Bonnay;1;0;248;1;10
80113;Bonneville;0;0;331;2;6
80114;Bosquel;1;25;346;4;15
80115;Bouchavesnes-Bergen;2;0;287;1;9
80116;Bouchoir;2;0;266;1;20
80117;Bouchon;0;66.7;158;3;6
80118;Boufflers;0;100;115;1;3
80119;Bougainville;1;0;395;5;11
80120;Bouillancourt-en-Séry;6;33.3;538;3;26
80121;Bouillancourt-la-Bataille;1;0;144;1;6
80122;Bouquemaison;1;14.3;496;7;10
80123;Bourdon;2;0;374;4;11
80124;Bourseville;7;0;715;5;25
80125;Boussicourt;0;N/A - résultat non disponible;82;N/A - résultat non disponible;4
80126;Bouttencourt;9;12.5;929;8;55
80127;Bouvaincourt-sur-Bresle;3;16.7;800;6;17
80128;Bouvincourt-en-Vermandois;1;0;147;1;7
80129;Bouzincourt;11;0;536;1;32
80130;Bovelles;1;20;419;5;26
80131;Boves;18;8;3273;50;317
80132;Braches;0;N/A - résultat non disponible;205;N/A - résultat non disponible;9
80133;Brailly-Cornehotte;1;50;214;2;8
80134;Brassy;0;N/A - résultat non disponible;82;N/A - résultat non disponible;9
80135;Bray-lès-Mareuil;1;N/A - résultat non disponible;250;N/A - résultat non disponible;10
80136;Bray-sur-Somme;9;8.3;1191;12;76
80137;Breilly;1;0;724;6;27
80138;Bresle;0;N/A - résultat non disponible;118;N/A - résultat non disponible;6
80139;Breuil;0;0;45;2;2
80140;Brévillers;0;N/A - résultat non disponible;116;N/A - résultat non disponible;1
80141;Brie;3;66.7;341;3;15
80142;Briquemesnil-Floxicourt;0;0;342;2;11
80143;Brocourt;1;0;108;1;7
80144;Brouchy;0;0;482;5;19
80145;Brucamps;1;N/A - résultat non disponible;150;N/A - résultat non disponible;5
80146;Brutelles;0;0;199;1;8
80147;Buigny-l'Abbé;3;0;337;5;12
80148;Buigny-lès-Gamaches;2;N/A - résultat non disponible;392;N/A - résultat non disponible;10
80149;Buigny-Saint-Maclou;1;0;522;7;13
80150;Buire-Courcelles;2;0;219;2;12
80151;Buire-sur-l'Ancre;1;0;296;2;7
80152;Bus-la-Mésière;0;0;142;1;14
80153;Bus-lès-Artois;0;0;137;2;7
80154;Bussu;0;0;217;2;7
80155;Bussus-Bussuel;0;0;306;3;7
80156;Bussy-lès-Daours;1;0;383;3;36
80157;Bussy-lès-Poix;0;N/A - résultat non disponible;92;N/A - résultat non disponible;0
80158;Buverchy;0;0;45;1;0
80159;Cachy;0;0;285;4;18
80160;Cagny;5;0;1198;10;66
80161;Cahon;3;66.7;221;3;16
80162;Caix;1;20;699;5;24
80163;Cambron;3;66.7;751;3;18
80164;Camon;14;4;4387;50;313
80165;Camps-en-Amiénois;2;0;183;1;9
80166;Canaples;2;0;704;7;27
80167;Canchy;1;N/A - résultat non disponible;346;N/A - résultat non disponible;15
80168;Candas;1;0;1046;4;28
80169;Cannessières;0;N/A - résultat non disponible;61;N/A - résultat non disponible;2
80170;Cantigny;0;0;110;2;4
80171;Caours;3;0;565;11;19
80172;Cappy;4;14.3;548;7;18
80173;Cardonnette;3;0;514;3;25
80174;Le Cardonnois;1;N/A - résultat non disponible;71;N/A - résultat non disponible;2
80176;Carrépuis;1;0;258;1;9
80177;Cartigny;3;16.7;690;6;24
80179;Caulières;2;0;218;5;14
80180;Cavillon;0;50;91;2;2
80181;Cayeux-en-Santerre;0;50;123;2;9
80182;Cayeux-sur-Mer;15;5;2344;20;190
80183;Cerisy-Buleux;1;0;277;4;12
80184;Cerisy;2;20;545;5;19
80185;Champien;2;25;279;4;16
80186;Chaulnes;6;20;1983;10;131
80187;La Chaussée-Tirancourt;1;25;693;4;27
80188;Chaussoy-Epagny;2;25;587;4;31
80189;La Chavatte;0;N/A - résultat non disponible;64;N/A - résultat non disponible;6
80190;Chépy;4;0;1212;8;46
80191;Chilly;2;0;163;1;7
80192;Chipilly;1;N/A - résultat non disponible;166;N/A - résultat non disponible;12
80193;Chirmont;0;N/A - résultat non disponible;153;N/A - résultat non disponible;1
80194;Chuignes;1;0;149;1;4
80195;Chuignolles;2;N/A - résultat non disponible;147;N/A - résultat non disponible;13
80196;Citerne;1;20;245;5;15
80197;Cizancourt;0;N/A - résultat non disponible;26;N/A - résultat non disponible;0
80198;Clairy-Saulchoix;0;50;382;2;14
80199;Cléry-sur-Somme;1;50;515;4;23
80200;Cocquerel;1;N/A - résultat non disponible;219;N/A - résultat non disponible;6
80201;Coigneux;0;0;49;1;0
80202;Coisy;0;0;381;2;10
80203;Colincamps;2;N/A - résultat non disponible;83;N/A - résultat non disponible;5
80204;Combles;1;0;751;6;36
80205;Condé-Folie;2;25;876;4;31
80206;Contalmaison;1;0;122;1;1
80207;Contay;1;0;310;2;14
80208;Conteville;0;0;217;2;6
80210;Contre;0;0;146;1;3
80211;Conty;8;33.3;1709;12;122
80212;Corbie;20;7.3;6080;55;264
80213;Cottenchy;2;0;555;3;16
80214;Coullemelle;0;0;309;3;11
80215;Coulonvillers;4;N/A - résultat non disponible;207;N/A - résultat non disponible;12
80216;Courcelette;2;0;151;1;8
80217;Courcelles-au-Bois;0;N/A - résultat non disponible;70;N/A - résultat non disponible;1
80218;Courcelles-sous-Moyencourt;0;50;158;2;8
80219;Courcelles-sous-Thoix;0;N/A - résultat non disponible;66;N/A - résultat non disponible;2
80220;Courtemanche;1;0;99;1;5
80221;Cramont;5;33.3;304;3;21
80222;Crécy-en-Ponthieu;4;20;1352;10;97
80223;Crémery;0;0;128;1;5
80224;Cressy-Omencourt;0;0;126;2;6
80225;Creuse;0;N/A - résultat non disponible;193;N/A - résultat non disponible;2
80226;Croix-Moligneaux;0;33.3;270;3;16
80227;Croixrault;1;0;457;6;18
80228;Le Crotoy;13;0;1965;21;230
80229;Crouy-Saint-Pierre;2;25;373;4;12
80230;Curchy;2;0;293;1;13
80231;Curlu;0;100;159;1;9
80232;Damery;0;0;222;3;7
80233;Dancourt-Popincourt;1;N/A - résultat non disponible;152;N/A - résultat non disponible;4
80234;Daours;6;0;755;14;44
80235;Dargnies;5;9.1;1150;11;29
80236;Davenescourt;3;0;548;2;20
80237;Démuin;1;23.1;538;13;24
80238;Dernancourt;3;0;519;5;13
80239;Devise;1;0;58;1;6
80240;Doingt;4;8.3;1394;12;70
80241;Domart-en-Ponthieu;4;15.4;1066;13;38
80242;Domart-sur-la-Luce;0;100;404;1;13
80243;Domesmont;0;N/A - résultat non disponible;44;N/A - résultat non disponible;1
80244;Dominois;0;0;170;3;7
80245;Domléger-Longvillers;3;N/A - résultat non disponible;292;N/A - résultat non disponible;13
80246;Dommartin;1;0;342;3;12
80247;Dompierre-Becquincourt;2;14.3;714;7;32
80248;Dompierre-sur-Authie;1;50;423;2;16
80249;Domqueur;0;N/A - résultat non disponible;305;N/A - résultat non disponible;13
80250;Domvast;1;20;341;5;14
80251;Doudelainville;1;0;378;1;16
80252;Douilly;0;N/A - résultat non disponible;250;N/A - résultat non disponible;12
80253;Doullens;15;13.2;5814;38;306
80256;Dreuil-lès-Amiens;3;5.9;1582;17;70
80258;Driencourt;0;0;80;1;4
80259;Dromesnil;0;N/A - résultat non disponible;83;N/A - résultat non disponible;1
80260;Drucat;2;0;902;5;46
80261;Dury;7;46.8;1448;47;360
80262;Eaucourt-sur-Somme;2;50;363;2;20
80263;L'Échelle-Saint-Aurin;0;100;45;1;3
80264;Éclusier-Vaux;0;N/A - résultat non disponible;86;N/A - résultat non disponible;5
80265;Embreville;7;20;561;5;22
80266;Englebelmer;1;0;292;3;12
80267;Ennemain;1;0;247;1;4
80268;Épagne-Épagnette;0;33.3;515;3;18
80269;Épaumesnil;1;N/A - résultat non disponible;107;N/A - résultat non disponible;10
80270;Épécamps;0;N/A - résultat non disponible;7;N/A - résultat non disponible;1
80271;Épehy;2;16.7;1108;6;43
80272;Épénancourt;1;0;126;1;8
80273;Éplessier;1;N/A - résultat non disponible;342;N/A - résultat non disponible;10
80274;Eppeville;11;9.5;1719;21;53
80275;Équancourt;1;0;298;2;12
80276;Équennes-Éramecourt;0;50;280;2;6
80278;Erches;2;0;195;3;7
80279;Ercheu;1;0;754;6;24
80280;Ercourt;0;N/A - résultat non disponible;126;N/A - résultat non disponible;5
80281;Ergnies;0;N/A - résultat non disponible;164;N/A - résultat non disponible;6
80282;Érondelle;0;20;507;5;14
80283;Esclainvillers;0;0;159;2;7
80284;Esmery-Hallon;3;0;713;6;29
80285;Essertaux;3;25;270;4;21
80287;Estrébœuf;1;50;241;2;17
80288;Estrées-Deniécourt;1;33.3;373;3;32
80290;Estrées-lès-Crécy;0;0;397;1;13
80291;Estrées-sur-Noye;1;0;281;1;10
80292;Étalon;0;0;128;2;4
80293;Ételfay;1;0;352;2;9
80294;Éterpigny;0;0;168;1;7
80295;Étinehem-Méricourt;2;0;596;3;22
80296;L'Étoile;3;0;1142;6;24
80297;Étréjust;1;N/A - résultat non disponible;41;N/A - résultat non disponible;1
80298;Étricourt-Manancourt;2;0;525;3;18
80299;La Faloise;0;25;215;4;7
80300;Falvy;0;N/A - résultat non disponible;162;N/A - résultat non disponible;8
80301;Famechon;0;0;277;5;11
80302;Faverolles;1;25;173;4;14
80303;Favières;2;50;454;2;37
80304;Fay;0;0;93;2;6
80305;Ferrières;1;33.3;483;6;21
80306;Fescamps;0;0;134;2;2
80307;Feuillères;0;0;157;1;7
80308;Feuquières-en-Vimeu;33;9.1;2432;11;149
80310;Fienvillers;1;16.7;667;6;17
80311;Fignières;0;0;143;1;3
80312;Fins;2;0;279;1;18
80313;Flaucourt;1;100;296;1;14
80314;Flers;0;0;194;1;9
80315;Flers-sur-Noye;2;0;522;4;23
80316;Flesselles;4;0;1956;9;88
80317;Fleury;0;0;204;1;11
80318;Flixecourt;25;0;3247;18;139
80319;Fluy;0;0;320;5;6
80320;Folies;0;N/A - résultat non disponible;154;N/A - résultat non disponible;8
80321;Folleville;0;0;142;3;4
80322;Fonches-Fonchette;1;0;169;1;10
80324;Fontaine-le-Sec;1;0;142;1;4
80325;Fontaine-lès-Cappy;0;N/A - résultat non disponible;56;N/A - résultat non disponible;2
80326;Fontaine-sous-Montdidier;1;0;98;1;5
80327;Fontaine-sur-Maye;0;0;159;1;6
80328;Fontaine-sur-Somme;2;0;505;3;21
80329;Forceville;0;N/A - résultat non disponible;165;N/A - résultat non disponible;5
80330;Forceville-en-Vimeu;2;0;231;3;6
80331;Forest-l'Abbaye;0;50;314;4;12
80332;Forest-Montiers;1;0;389;4;23
80333;Fort-Mahon-Plage;6;10;1328;20;202
80334;Fossemanant;0;0;101;1;6
80335;Foucaucourt-en-Santerre;1;0;233;2;14
80336;Foucaucourt-Hors-Nesle;0;0;79;1;0
80337;Fouencamps;0;0;211;1;6
80338;Fouilloy;4;13.6;1762;22;72
80339;Fouquescourt;0;0;153;1;7
80340;Fourcigny;0;0;191;1;5
80341;Fourdrinoy;1;0;381;2;13
80342;Framerville-Rainecourt;2;16.7;447;6;15
80343;Framicourt;1;N/A - résultat non disponible;157;N/A - résultat non disponible;8
80344;Francières;0;0;172;2;7
80345;Franleu;1;0;507;1;9
80346;Franqueville;0;50;158;2;8
80347;Fransart;1;0;162;3;4
80348;Fransu;0;0;191;1;11
80349;Fransures;0;50;127;2;5
80350;Franvillers;2;0;555;3;11
80351;Fréchencourt;2;100;254;1;7
80352;Frémontiers;0;0;166;1;3
80353;Fresnes-Mazancourt;0;0;158;1;13
80354;Fresnes-Tilloloy;1;0;211;3;6
80355;Fresneville;0;0;103;1;1
80356;Fresnoy-Andainville;0;0;94;1;0
80357;Fresnoy-au-Val;1;0;227;4;15
80358;Fresnoy-en-Chaussée;1;N/A - résultat non disponible;140;N/A - résultat non disponible;6
80359;Fresnoy-lès-Roye;0;50;285;2;18
80360;Fressenneville;13;12.5;2086;8;88
80361;Frettecuisse;0;N/A - résultat non disponible;70;N/A - résultat non disponible;3
80362;Frettemeule;1;0;297;2;4
80364;Friaucourt;9;0;692;2;44
80365;Fricamps;0;25;179;4;9
80366;Fricourt;3;0;469;1;10
80367;Frise;1;0;176;2;7
80368;Friville-Escarbotin;36;12.1;4394;33;253
80369;Frohen-sur-Authie;2;0;243;1;11
80371;Froyelles;0;N/A - résultat non disponible;94;N/A - résultat non disponible;3
80372;Frucourt;5;N/A - résultat non disponible;119;N/A - résultat non disponible;12
80373;Gamaches;12;0;2421;14;136
80374;Gapennes;1;0;273;2;9
80375;Gauville;1;0;332;2;15
80376;Gentelles;1;25;633;4;22
80377;Gézaincourt;0;0;399;1;8
80378;Ginchy;0;0;73;1;4
80379;Glisy;2;8.7;851;23;139
80380;Gorenflos;1;0;236;2;16
80381;Gorges;0;N/A - résultat non disponible;38;N/A - résultat non disponible;0
80383;Goyencourt;0;N/A - résultat non disponible;97;N/A - résultat non disponible;6
80384;Grandcourt;1;N/A - résultat non disponible;177;N/A - résultat non disponible;12
80385;Grand-Laviers;2;0;462;1;26
80386;Gratibus;0;0;178;1;7
80387;Grattepanche;0;50;320;2;12
80388;Grébault-Mesnil;0;N/A - résultat non disponible;205;N/A - résultat non disponible;8
80390;Grivesnes;1;0;410;3;18
80391;Grivillers;1;N/A - résultat non disponible;91;N/A - résultat non disponible;3
80392;Grouches-Luchuel;0;0;571;4;15
80393;Gruny;1;0;306;2;24
80395;Guerbigny;3;50;275;2;25
80396;Gueschart;3;0;368;4;14
80397;Gueudecourt;0;0;96;2;2
80399;Guignemicourt;1;0;398;4;11
80400;Guillaucourt;1;0;391;3;17
80401;Guillemont;1;N/A - résultat non disponible;127;N/A - résultat non disponible;2
80402;Guizancourt;0;N/A - résultat non disponible;121;N/A - résultat non disponible;7
80403;Guyencourt-sur-Noye;0;0;159;2;5
80404;Guyencourt-Saulcourt;1;0;144;3;9
80405;Hailles;3;0;405;3;22
80406;Hallencourt;7;14.3;1318;7;53
80407;Hallivillers;4;50;141;2;11
80408;Halloy-lès-Pernois;0;0;325;2;11
80409;Hallu;0;0;140;3;3
80410;Ham;17;7.9;4408;38;221
80411;Le Hamel;1;0;488;5;15
80412;Hamelet;1;0;633;2;13
80413;Hancourt;0;50;91;2;4
80414;Hangard;3;0;121;3;7
80415;Hangest-en-Santerre;3;12.5;1024;8;61
80416;Hangest-sur-Somme;4;20;762;5;24
80417;Harbonnières;3;10;1640;10;42
80418;Hardecourt-aux-Bois;1;N/A - résultat non disponible;86;N/A - résultat non disponible;6
80420;Harponville;0;33.3;172;3;4
80421;Hattencourt;1;0;300;3;6
80422;Hautvillers-Ouville;1;33.3;543;3;13
80423;Havernas;1;0;375;1;20
80424;Hébécourt;1;0;559;8;32
80425;Hédauville;0;N/A - résultat non disponible;107;N/A - résultat non disponible;2
80426;Heilly;1;0;440;4;18
80427;Hem-Hardinval;0;0;365;2;16
80428;Hem-Monacu;0;0;129;2;9
80429;Hénencourt;0;0;192;2;5
80430;Herbécourt;0;0;181;1;8
80431;Hérissart;3;28.6;757;7;24
80432;Herleville;3;0;192;2;17
80433;Herly;0;N/A - résultat non disponible;40;N/A - résultat non disponible;0
80434;Hervilly;0;0;187;2;3
80435;Hesbécourt;0;N/A - résultat non disponible;49;N/A - résultat non disponible;0
80436;Hescamps;2;33.3;523;3;19
80437;Heucourt-Croquoison;1;N/A - résultat non disponible;107;N/A - résultat non disponible;4
80438;Heudicourt;0;0;521;4;16
80439;Heuzecourt;2;0;162;1;5
80440;Hiermont;0;N/A - résultat non disponible;152;N/A - résultat non disponible;2
80442;Hombleux;6;8.3;1119;12;41
80443;Hornoy-le-Bourg;11;18.8;1641;16;68
80444;Huchenneville;1;16.7;681;6;31
80445;Humbercourt;1;33.3;253;3;10
80446;Huppy;3;0;747;7;40
80449;Ignaucourt;0;0;65;1;3
80450;Inval-Boiron;2;N/A - résultat non disponible;120;N/A - résultat non disponible;5
80451;Irles;1;0;120;1;6
80452;Jumel;1;30;531;10;23
80453;Laboissière-en-Santerre;1;N/A - résultat non disponible;138;N/A - résultat non disponible;6
80455;Lachapelle;0;N/A - résultat non disponible;89;N/A - résultat non disponible;3
80456;Lafresguimont-Saint-Martin;2;25;556;4;20
80458;Lahoussoye;1;0;449;2;15
80459;Laleu;1;0;100;2;3
80460;Lamaronde;1;N/A - résultat non disponible;56;N/A - résultat non disponible;5
80461;Lamotte-Brebière;2;20;244;5;16
80462;Lamotte-Buleux;0;14.3;330;7;16
80463;Lamotte-Warfusée;3;37.5;715;8;21
80464;Lanchères;3;25;889;4;41
80465;Languevoisin-Quiquery;0;N/A - résultat non disponible;193;N/A - résultat non disponible;5
80466;Lanches-Saint-Hilaire;2;0;131;2;5
80467;Laucourt;0;0;184;3;2
80468;Laviéville;0;N/A - résultat non disponible;169;N/A - résultat non disponible;7
80469;Lawarde-Mauger-l'Hortoy;0;0;154;2;7
80470;Léalvillers;0;0;158;1;3
80472;Lesbœufs;1;50;167;2;8
80473;Liancourt-Fosse;1;0;292;2;14
80474;Licourt;0;50;397;2;11
80475;Liéramont;1;0;212;2;3
80476;Liercourt;1;33.3;332;3;14
80477;Ligescourt;0;0;222;2;2
80478;Lignières;1;0;146;1;8
80479;Lignières-Châtelain;3;0;344;3;24
80480;Lignières-en-Vimeu;0;0;112;1;3
80481;Lihons;0;0;461;5;14
80482;Limeux;0;0;141;1;4
80484;Liomer;2;50;385;2;22
80485;Ô-de-Selle;5;0;1153;7;46
80486;Long;0;0;599;7;25
80487;Longavesnes;0;N/A - résultat non disponible;72;N/A - résultat non disponible;4
80488;Longpré-les-Corps-Saints;10;0;1520;15;79
80489;Longueau;11;6.7;5726;45;219
80490;Longueval;0;0;285;3;11
80491;Longuevillette;0;N/A - résultat non disponible;70;N/A - résultat non disponible;4
80493;Louvencourt;2;0;295;3;8
80494;Louvrechy;1;0;198;1;5
80495;Lucheux;1;0;521;4;24
80496;Machiel;1;N/A - résultat non disponible;151;N/A - résultat non disponible;8
80497;Machy;1;N/A - résultat non disponible;118;N/A - résultat non disponible;3
80498;Mailly-Maillet;5;25;638;8;33
80499;Mailly-Raineval;1;0;303;1;15
80500;Maisnières;1;0;477;3;22
80501;Maison-Ponthieu;1;40;285;5;19
80502;Maison-Roland;0;N/A - résultat non disponible;98;N/A - résultat non disponible;3
80503;Maizicourt;0;50;187;2;3
80504;Malpart;0;N/A - résultat non disponible;73;N/A - résultat non disponible;4
80505;Carnoy-Mametz;1;0;268;3;12
80507;Marcelcave;4;14.3;1293;7;42
80508;Marché-Allouarde;0;N/A - résultat non disponible;50;N/A - résultat non disponible;2
80509;Marchélepot-Misery;1;0;580;1;15
80511;Marestmontiers;3;0;116;1;5
80512;Mareuil-Caubert;0;50;828;6;54
80513;Maricourt;1;N/A - résultat non disponible;179;N/A - résultat non disponible;11
80514;Marieux;0;N/A - résultat non disponible;130;N/A - résultat non disponible;3
80515;Marlers;0;50;148;2;10
80516;Marquaix;1;0;189;5;12
80517;Marquivillers;1;0;187;3;8
80518;Martainneville;3;0;421;4;24
80519;Matigny;1;20;499;5;19
80520;Maucourt;0;0;202;3;2
80521;Maurepas;1;0;223;5;11
80522;Le Mazis;1;0;108;1;7
80523;Méaulte;9;0;1276;11;67
80524;Méharicourt;1;0;551;4;21
80525;Meigneux;0;0;179;1;7
80526;Le Meillard;1;0;153;2;9
80527;Méneslies;1;N/A - résultat non disponible;303;N/A - résultat non disponible;20
80528;Méréaucourt;0;N/A - résultat non disponible;9;N/A - résultat non disponible;1
80529;Mérélessart;2;50;187;2;8
80530;Méricourt-l'Abbé;1;0;595;3;22
80531;Méricourt-en-Vimeu;0;N/A - résultat non disponible;104;N/A - résultat non disponible;5
80533;Mers-les-Bains;10;4.5;2536;22;178
80535;Le Mesge;0;N/A - résultat non disponible;148;N/A - résultat non disponible;5
80536;Mesnil-Bruntel;3;0;289;1;11
80537;Mesnil-Domqueur;0;0;89;2;2
80538;Mesnil-en-Arrouaise;0;N/A - résultat non disponible;107;N/A - résultat non disponible;5
80540;Mesnil-Martinsart;2;25;237;4;12
80541;Mesnil-Saint-Georges;0;0;211;2;10
80542;Mesnil-Saint-Nicaise;3;33.3;563;3;16
80543;Métigny;1;0;120;1;4
80544;Mézerolles;2;100;182;1;7
80545;Mézières-en-Santerre;2;20;527;5;21
80546;Miannay;0;14.3;602;7;26
80547;Millencourt;5;0;203;1;13
80548;Millencourt-en-Ponthieu;1;100;343;1;15
80549;Miraumont;3;28.6;630;7;33
80550;Mirvaux;0;33.3;120;3;2
80552;Moislains;2;0;1118;11;25
80553;Molliens-au-Bois;2;0;345;3;12
80554;Molliens-Dreuil;5;8.3;924;12;50
80555;Monchy-Lagache;2;0;574;4;11
80556;Mons-Boubert;2;0;578;4;18
80557;Estrées-Mons;4;0;594;2;34
80558;Monsures;2;0;217;2;11
80559;Montagne-Fayel;0;100;145;1;7
80560;Montauban-de-Picardie;0;0;216;1;7
80561;Montdidier;25;8.3;5978;60;273
80562;Montigny-sur-l'Hallue;0;0;185;1;5
80563;Montigny-les-Jongleurs;1;0;101;2;3
80565;Montonvillers;4;0;86;3;9
80566;Fieffes-Montrelet;1;N/A - résultat non disponible;346;N/A - résultat non disponible;13
80568;Morchain;1;66.7;359;3;12
80569;Morcourt;0;33.3;330;3;21
80570;Moreuil;18;4.2;3968;24;188
80571;Morisel;2;0;475;5;17
80572;Morlancourt;1;0;378;3;9
80573;Morvillers-Saint-Saturnin;2;0;376;2;24
80574;Mouflers;0;N/A - résultat non disponible;96;N/A - résultat non disponible;3
80575;Mouflières;0;0;73;1;1
80576;Moyencourt;1;0;330;3;10
80577;Moyencourt-lès-Poix;1;0;165;1;8
80578;Moyenneville;5;25;701;4;25
80579;Muille-Villette;6;0;790;4;44
80580;Nampont;2;0;265;4;17
80582;Namps-Maisnil;4;0;1014;6;39
80583;Nampty;1;0;281;4;14
80584;Naours;2;11.1;1055;9;40
80585;Nesle;14;5.6;2296;18;114
80586;Nesle-l'Hôpital;0;0;172;1;1
80587;Neslette;0;N/A - résultat non disponible;89;N/A - résultat non disponible;2
80588;Neufmoulin;1;50;363;2;9
80589;Neuilly-le-Dien;2;0;103;2;2
80590;Neuilly-l'Hôpital;1;0;328;3;16
80591;Neuville-au-Bois;1;0;146;1;5
80592;Neuville-Coppegueule;3;0;511;5;15
80593;La Neuville-lès-Bray;1;0;260;2;8
80595;La Neuville-Sire-Bernard;0;0;279;1;5
80596;Neuvillette;0;0;214;2;10
80597;Nibas;5;25;828;4;39
80598;Nouvion;3;6.2;1207;16;46
80599;Noyelles-en-Chaussée;0;0;243;4;5
80600;Noyelles-sur-Mer;0;16.7;641;6;30
80601;Nurlu;2;0;370;2;10
80602;Occoches;3;0;124;2;8
80603;Ochancourt;1;0;320;6;10
80604;Offignies;0;N/A - résultat non disponible;86;N/A - résultat non disponible;3
80605;Offoy;0;0;199;3;11
80606;Oisemont;0;0;1134;9;79
80607;Oissy;2;0;207;2;10
80609;Oneux;0;33.3;445;3;12
80611;Oresmaux;4;8.3;978;12;35
80613;Oust-Marest;2;20;612;5;31
80614;Outrebois;0;0;320;4;8
80615;Ovillers-la-Boisselle;0;25;428;4;19
80616;Pargny;0;0;196;1;5
80617;Parvillers-le-Quesnoy;0;14.3;236;7;10
80618;Pendé;2;20;1035;5;41
80619;Pernois;3;16.7;699;6;22
80620;Péronne;27;8.5;7139;106;774
80621;Hypercourt;0;0;686;3;29
80622;Picquigny;4;10;1275;10;53
80623;Piennes-Onvillers;0;20;385;5;20
80624;Pierregot;0;0;282;2;11
80625;Trois-Rivières;8;15.4;1484;13;58
80626;Pissy;1;0;290;2;6
