Insee - Statistiques locales; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; 
Code;Libellé;Unités légales dans industrie manufacturière, industries extractives et autres (en nombre) 2021;Part construction dans les créations d'ent. 2023;Population municipale 2022;Créations d'entreprises (en nombre) 2023;Unités légales (en nombre) 2021
07023;Balazuc;5;0;383;8;61
07024;Banne;5;0;650;12;59
07025;Barnas;3;0;207;1;15
07026;Le Béage;3;0;255;2;27
07027;Beauchastel;8;4.8;1847;21;85
07028;Beaulieu;5;16.7;538;12;53
07029;Beaumont;11;25;261;4;30
07030;Beauvène;8;0;202;4;19
07031;Berrias-et-Casteljau;13;10;779;20;102
07032;Berzème;1;50;159;2;12
07033;Bessas;3;16.7;234;6;22
07034;Bidon;1;0;256;2;18
07035;Boffres;4;0;618;13;54
07036;Bogy;0;25;471;4;16
07037;Borée;2;0;142;3;9
07038;Borne;0;0;45;3;3
07039;Bozas;5;0;256;5;24
07040;Boucieu-le-Roi;3;0;247;1;19
07041;Boulieu-lès-Annonay;14;4.8;2255;21;132
07042;Bourg-Saint-Andéol;37;12.4;7506;89;395
07044;Brossainc;2;0;261;5;22
07045;Burzet;10;0;529;7;43
07047;Cellier-du-Luc;1;0;91;1;4
07048;Chalencon;5;N/A - résultat non disponible;339;N/A - résultat non disponible;36
07049;Le Chambon;0;0;60;1;3
07050;Chambonas;9;5;978;20;91
07051;Champagne;5;18.2;621;11;25
07052;Champis;7;0;659;9;48
07053;Chandolas;3;14.3;545;7;45
07054;Chanéac;2;0;262;2;12
07055;Charmes-sur-Rhône;22;11.4;3160;35;211
07056;Charnas;4;60;918;5;33
07058;Chassiers;7;0;992;6;69
07059;Châteaubourg;1;0;232;4;24
07060;Châteauneuf-de-Vernoux;3;0;278;1;20
07061;Chauzon;2;0;429;4;34
07062;Chazeaux;1;0;134;3;10
07063;Cheminas;3;0;413;7;20
07064;Le Cheylard;20;3.7;2812;27;226
07065;Chirols;4;0;270;4;20
07066;Chomérac;24;8.6;3094;35;180
07067;Colombier-le-Cardinal;1;0;335;3;9
07068;Colombier-le-Jeune;7;0;566;8;42
07069;Colombier-le-Vieux;6;28.6;677;7;45
07070;Cornas;9;5;2397;20;109
07071;Coucouron;6;0;767;10;68
07072;Coux;11;14.3;1664;21;80
07073;Le Crestet;4;0;522;7;30
07074;Creysseilles;1;0;156;1;10
07075;Cros-de-Géorand;1;0;151;2;13
07076;Cruas;16;6.1;2954;33;146
07077;Darbres;3;33.3;269;3;17
07078;Davézieux;23;10.8;3181;37;394
07079;Désaignes;16;0;1145;13;85
07080;Devesset;1;0;306;3;24
07081;Dompnac;4;50;77;2;12
07082;Dornas;2;0;198;6;7
07083;Dunière-sur-Eyrieux;6;0;437;5;28
07084;Eclassan;5;10;1046;10;48
07085;Empurany;5;20;573;5;25
07086;Étables;5;14.3;979;14;70
07087;Fabras;0;25;458;8;26
07088;Faugères;3;0;113;2;19
07089;Félines;14;11.8;1874;17;130
07090;Flaviac;6;10;1239;10;83
07091;Fons;2;20;317;5;20
07092;Freyssenet;0;0;46;2;1
07093;Genestelle;3;0;269;2;24
07094;Gilhac-et-Bruzac;1;0;174;2;5
07095;Gilhoc-sur-Ormèze;3;25;473;4;15
07096;Gluiras;2;0;368;5;27
07097;Glun;3;11.1;686;9;41
07098;Gourdon;2;50;78;2;7
07099;Gras;2;0;588;5;53
07100;Gravières;4;0;511;9;44
07101;Grospierres;5;7.1;931;14;270
07102;Guilherand-Granges;46;6;11277;134;796
07103;Saint-Julien-d'Intres;3;33.3;305;3;16
07104;Issamoulenc;2;0;105;2;5
07105;Issanlas;1;N/A - résultat non disponible;103;N/A - résultat non disponible;6
07106;Issarlès;2;0;125;2;5
07107;Jaujac;18;18.8;1229;16;110
07108;Jaunac;0;N/A - résultat non disponible;121;N/A - résultat non disponible;9
07109;Joannas;2;25;317;8;32
07110;Joyeuse;25;10.8;1760;37;234
07111;Juvinas;2;0;186;2;13
07112;Labastide-sur-Bésorgues;6;N/A - résultat non disponible;282;N/A - résultat non disponible;19
07113;Labastide-de-Virac;4;0;322;6;44
07114;Labatie-d'Andaure;2;0;220;3;15
07115;Labeaume;13;16.7;684;6;70
07116;Labégude;10;3.7;1376;27;101
07117;Lablachère;24;13;2214;23;196
07118;Laboule;4;0;144;2;20
07119;Le Lac-d'Issarlès;0;50;251;2;18
07120;Lachamp-Raphaël;0;0;66;1;4
07121;Lachapelle-Graillouse;2;0;188;2;16
07122;Lachapelle-sous-Aubenas;25;4.3;1840;23;195
07123;Lachapelle-sous-Chanéac;2;0;159;2;11
07124;Lafarre;0;0;45;1;5
07126;Lagorce;16;14.3;1227;14;128
07127;Lalevade-d'Ardèche;12;0;1153;12;91
07128;Lalouvesc;3;0;383;2;46
07129;Lamastre;29;0;2336;25;235
07130;Lanarce;5;N/A - résultat non disponible;209;N/A - résultat non disponible;25
07131;Lanas;5;0;431;5;36
07132;Largentière;10;14.3;1496;21;142
07133;Larnas;1;0;272;3;16
07134;Laurac-en-Vivarais;6;0;1045;9;77
07136;Laveyrune;0;100;109;1;2
07137;Lavillatte;0;N/A - résultat non disponible;43;N/A - résultat non disponible;3
07138;Lavilledieu;32;13.3;2248;30;231
07139;Laviolle;2;0;99;2;14
07140;Lemps;4;16.7;798;6;28
07141;Lentillères;1;28.6;236;7;20
07142;Lespéron;3;0;321;2;7
07143;Limony;1;9.1;817;11;45
07144;Loubaresse;1;N/A - résultat non disponible;45;N/A - résultat non disponible;5
07145;Lussas;7;0;1142;12;100
07146;Lyas;3;0;592;9;34
07147;Malarce-sur-la-Thines;5;0;257;3;21
07148;Malbosc;5;50;146;2;18
07149;Marcols-les-Eaux;3;0;283;3;20
07150;Mariac;4;16.7;541;6;33
07151;Mars;4;66.7;246;3;27
07152;Mauves;8;14.3;1192;21;72
07153;Mayres;6;0;264;3;23
07154;Mazan-l'Abbaye;1;N/A - résultat non disponible;124;N/A - résultat non disponible;6
07155;Mercuer;6;9.5;1315;21;84
07156;Meyras;7;0;906;14;83
07157;Meysse;3;8.3;1380;12;76
07158;Mézilhac;1;N/A - résultat non disponible;99;N/A - résultat non disponible;8
07159;Mirabel;8;0;777;4;53
07160;Monestier;0;N/A - résultat non disponible;59;N/A - résultat non disponible;4
07161;Montpezat-sous-Bauzon;12;14.3;756;7;50
07162;Montréal;6;0;569;6;57
07163;Montselgues;0;N/A - résultat non disponible;86;N/A - résultat non disponible;9
07165;Belsentes;8;0;542;6;37
07166;Nozières;5;0;240;2;20
07167;Les Ollières-sur-Eyrieux;13;10;1020;10;113
07168;Orgnac-l'Aven;11;0;566;5;58
07169;Ozon;0;0;386;5;6
07170;Pailharès;4;0;288;4;22
07171;Payzac;4;50;539;6;49
07172;Peaugres;14;11.5;2353;26;171
07173;Péreyres;0;N/A - résultat non disponible;49;N/A - résultat non disponible;1
07174;Peyraud;1;0;517;4;25
07175;Le Plagnal;0;N/A - résultat non disponible;65;N/A - résultat non disponible;5
07176;Planzolles;5;0;162;4;23
07177;Plats;13;0;836;8;61
07178;Pont-de-Labeaume;8;0;572;6;40
07179;Pourchères;1;0;137;2;8
07181;Le Pouzin;28;7.9;2893;38;251
07182;Prades;10;0;1184;8;78
07183;Pradons;2;16.7;537;6;46
07184;Pranles;4;0;505;3;33
07185;Préaux;2;20;706;5;31
07186;Privas;44;4.2;8552;72;624
07187;Prunet;1;0;134;2;13
07188;Quintenas;13;6.2;1750;16;96
07189;Ribes;2;0;328;4;26
07190;Rochecolombe;1;50;222;4;17
07191;Rochemaure;15;14.7;2250;34;146
07192;Rochepaule;6;0;238;5;22
07193;Rocher;3;0;296;1;14
07194;Rochessauve;7;25;484;4;37
07195;La Rochette;0;0;63;1;3
07196;Rocles;5;50;263;2;26
07197;Roiffieux;10;11.8;2723;17;134
07198;Rompon;10;13.3;1141;15;61
07199;Rosières;11;7.4;1307;27;166
07200;Le Roux;1;N/A - résultat non disponible;64;N/A - résultat non disponible;3
07201;Ruoms;21;3.3;2286;30;312
07202;Sablières;3;50;166;2;14
07203;Sagnes-et-Goudoulet;0;N/A - résultat non disponible;119;N/A - résultat non disponible;15
07204;Saint-Agrève;17;15;2300;20;184
07205;Saint-Alban-d'Ay;8;0;1396;8;76
07206;Saint-Alban-en-Montagne;1;0;65;1;1
07207;Saint-Alban-Auriolles;9;11.1;1101;18;103
07208;Saint-Andéol-de-Berg;0;0;130;1;8
07209;Saint-Andéol-de-Fourchades;1;N/A - résultat non disponible;53;N/A - résultat non disponible;2
07210;Saint-Andéol-de-Vals;6;50;529;4;33
07211;Saint-André-de-Cruzières;4;20;464;5;47
07212;Saint-André-en-Vivarais;0;0;211;1;10
07213;Saint-André-Lachamp;7;25;166;4;20
07214;Saint-Apollinaire-de-Rias;3;0;199;2;17
07215;Saint-Barthélemy-le-Meil;2;N/A - résultat non disponible;203;N/A - résultat non disponible;16
07216;Saint-Barthélemy-Grozon;5;0;500;2;26
07217;Saint-Barthélemy-le-Plain;5;9.1;859;11;47
07218;Saint-Basile;4;0;351;5;24
07219;Saint-Bauzile;2;0;316;2;11
07220;Saint-Christol;4;0;100;2;9
07221;Saint-Cierge-la-Serre;1;0;246;4;16
07222;Saint-Cierge-sous-le-Cheylard;0;0;217;1;9
07223;Saint-Cirgues-de-Prades;1;0;140;1;7
07224;Saint-Cirgues-en-Montagne;2;0;215;3;35
07225;Saint-Clair;12;27.8;1292;18;105
07226;Saint-Clément;0;N/A - résultat non disponible;93;N/A - résultat non disponible;4
07227;Saint-Cyr;18;0;1430;9;88
07228;Saint-Désirat;11;0;876;10;67
07229;Saint-Didier-sous-Aubenas;7;0;924;10;123
07230;Saint-Étienne-de-Boulogne;5;25;404;4;29
07231;Saint-Étienne-de-Fontbellon;21;12.1;2894;33;226
07232;Saint-Étienne-de-Lugdarès;7;50;407;2;26
07233;Saint-Étienne-de-Serre;2;N/A - résultat non disponible;217;N/A - résultat non disponible;22
07234;Saint-Étienne-de-Valoux;0;0;274;2;9
07235;Sainte-Eulalie;4;0;209;7;33
07236;Saint-Félicien;12;6.7;1114;15;104
07237;Saint-Fortunat-sur-Eyrieux;10;0;806;7;60
07238;Saint-Genest-de-Beauzon;5;0;335;5;31
07239;Saint-Genest-Lachamp;0;100;112;1;9
07240;Saint-Georges-les-Bains;11;7.9;2415;38;150
07241;Saint-Germain;3;0;704;6;37
07242;Saint-Gineys-en-Coiron;3;0;119;3;6
07243;Saint-Jacques-d'Atticieux;1;25;279;4;17
07244;Saint-Jean-Chambre;0;0;252;3;14
07245;Saint-Jean-de-Muzols;15;8;2499;25;192
07247;Saint-Jean-le-Centenier;5;0;868;9;55
07248;Saint-Jean-Roure;2;0;264;1;14
07249;Saint-Jeure-d'Andaure;1;0;101;2;9
07250;Saint-Jeure-d'Ay;4;0;497;7;20
07251;Saint-Joseph-des-Bancs;2;0;191;1;9
07253;Saint-Julien-du-Gua;2;20;169;5;17
07254;Saint-Julien-du-Serre;7;0;874;11;57
07255;Saint-Julien-en-Saint-Alban;18;15;1464;20;96
07257;Saint-Julien-le-Roux;0;0;125;1;7
07258;Saint-Julien-Vocance;2;0;222;2;16
07259;Saint-Just-d'Ardèche;4;9.1;1611;22;92
07260;Saint-Lager-Bressac;3;5.6;959;18;51
07261;Saint-Laurent-du-Pape;11;5.6;1617;18;88
07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;1;0;184;1;14
07263;Saint-Laurent-sous-Coiron;1;0;120;3;15
07264;Saint-Marcel-d'Ardèche;22;7.4;2357;27;175
07265;Saint-Marcel-lès-Annonay;15;0;1378;8;59
07266;Sainte-Marguerite-Lafigère;2;N/A - résultat non disponible;116;N/A - résultat non disponible;5
07267;Saint-Martial;5;N/A - résultat non disponible;271;N/A - résultat non disponible;20
07268;Saint-Martin-d'Ardèche;10;0;941;20;116
07269;Saint-Martin-de-Valamas;12;10;1084;10;95
07270;Saint-Martin-sur-Lavezon;8;20;430;5;31
07272;Saint-Maurice-d'Ardèche;3;0;373;6;40
07273;Saint-Maurice-d'Ibie;2;66.7;213;3;25
07274;Saint-Maurice-en-Chalencon;3;25;200;8;17
07275;Saint-Mélany;2;0;107;4;8
07276;Saint-Michel-d'Aurance;2;0;262;3;30
07277;Saint-Michel-de-Boulogne;5;0;148;2;15
07278;Saint-Michel-de-Chabrillanoux;9;0;405;9;47
07279;Saint-Montan;17;4.5;1955;22;144
07280;Saint-Paul-le-Jeune;8;0;967;7;108
07281;Saint-Péray;48;4.3;7591;115;674
07282;Saint-Pierre-de-Colombier;5;16.7;443;6;31
07283;Saint-Pierre-la-Roche;1;N/A - résultat non disponible;63;N/A - résultat non disponible;6
07284;Saint-Pierre-Saint-Jean;4;40;190;5;19
07285;Saint-Pierre-sur-Doux;1;0;110;1;4
07286;Saint-Pierreville;6;0;515;4;34
07287;Saint-Pons;1;16.7;302;6;28
07288;Saint-Priest;2;15.4;1337;13;48
07289;Saint-Privat;10;5.9;1664;17;102
07290;Saint-Prix;2;0;273;1;18
07291;Saint-Remèze;7;9.1;848;11;84
07292;Saint-Romain-d'Ay;3;20;1168;5;50
07293;Saint-Romain-de-Lerps;6;0;989;12;58
07294;Saint-Sauveur-de-Cruzières;5;0;566;9;38
07295;Saint-Sauveur-de-Montagut;12;21.4;1112;14;97
07296;Saint-Sernin;9;6.7;1842;30;138
07297;Saint-Sylvestre;5;0;511;5;39
07298;Saint-Symphorien-sous-Chomérac;6;10;855;10;42
07299;Saint-Symphorien-de-Mahun;2;N/A - résultat non disponible;117;N/A - résultat non disponible;14
07300;Saint-Thomé;3;23.1;475;13;31
07301;Saint-Victor;15;14.3;961;14;84
07302;Saint-Vincent-de-Barrès;5;7.7;827;13;48
07303;Saint-Vincent-de-Durfort;1;0;272;6;20
07304;Salavas;3;6.2;731;16;160
07305;Les Salelles;2;0;406;2;28
07306;Sampzon;1;0;244;5;29
07307;Sanilhac;8;0;444;6;43
07308;Sarras;13;15;2232;20;117
07309;Satillieu;8;9.1;1502;11;94
07310;Savas;2;0;896;11;45
07311;Sceautres;1;0;147;1;9
07312;Sécheras;4;33.3;517;6;29
07313;Serrières;5;7.1;1074;14;94
07314;Silhac;6;0;399;4;54
07315;La Souche;4;0;384;4;26
07316;Soyons;15;24;2298;25;173
07317;Talencieux;6;0;1116;7;55
07318;Tauriers;1;0;203;5;22
07319;Le Teil;37;11.9;8812;109;489
07321;Thorrenc;4;0;322;3;15
07322;Thueyts;8;26.7;1208;15;87
07323;Toulaud;14;26.3;1701;19;113
07324;Tournon-sur-Rhône;56;9.2;11302;142;831
07325;Ucel;11;12.5;2031;32;143
07326;Usclades-et-Rieutord;1;N/A - résultat non disponible;110;N/A - résultat non disponible;15
07327;Uzer;3;28.6;418;7;34
07328;Vagnas;3;25;628;8;68
07329;Valgorge;3;16.7;415;6;28
07330;Vallon-Pont-d'Arc;20;11.1;2469;54;483
07331;Vals-les-Bains;27;11.9;3479;59;311
07332;Valvignères;6;0;438;4;43
07333;Vanosc;12;0;934;7;50
07334;Les Vans;37;10.6;2680;47;423
07335;Vaudevant;2;33.3;218;3;12
07336;Vernon;6;0;223;5;28
07337;Vernosc-lès-Annonay;14;3.8;2670;26;127
07338;Vernoux-en-Vivarais;18;5.6;1985;18;191
07339;Vesseaux;11;17.1;2048;35;132
07340;Veyras;8;7.7;1504;13;63
07341;Villeneuve-de-Berg;19;3.1;3031;32;213
07342;Villevocance;9;0;1181;9;64
07343;Vinezac;10;5.6;1388;18;117
07344;Vinzieux;8;0;520;9;32
07345;Vion;4;0;932;10;52
07346;Viviers;26;9.3;3659;43;257
07347;Vocance;9;0;615;6;38
07348;Vogüé;8;26.3;1035;19;126
07349;La Voulte-sur-Rhône;26;11.7;4762;60;312
08001;Acy-Romance;3;33.3;490;3;29
08003;Aiglemont;10;6.7;1675;15;82
08004;Aire;1;0;247;2;12
08005;Alincourt;2;0;161;3;5
08006;Alland'Huy-et-Sausseuil;0;0;272;2;7
08008;Amagne;3;20;787;5;38
08010;Ambly-Fleury;0;0;134;2;3
08011;Anchamps;0;N/A - résultat non disponible;215;N/A - résultat non disponible;3
08013;Angecourt;1;0;386;2;10
08014;Annelles;1;100;130;1;2
08015;Antheny;0;N/A - résultat non disponible;100;N/A - résultat non disponible;1
08016;Aouste;0;50;202;2;6
08017;Apremont;1;0;120;2;7
08018;Ardeuil-et-Montfauxelles;0;0;79;1;4
08019;Les Grandes-Armoises;0;N/A - résultat non disponible;54;N/A - résultat non disponible;0
08020;Les Petites-Armoises;1;N/A - résultat non disponible;59;N/A - résultat non disponible;9
08021;Arnicourt;1;0;150;2;5
08022;Arreux;2;25;342;4;12
08023;Artaise-le-Vivier;0;N/A - résultat non disponible;64;N/A - résultat non disponible;1
08024;Asfeld;4;14.3;1081;14;69
08025;Attigny;9;33.3;1106;9;87
08026;Aubigny-les-Pothées;3;0;306;4;22
08027;Auboncourt-Vauzelles;1;33.3;96;3;4
08028;Aubrives;4;14.3;984;7;23
08029;Auflance;0;N/A - résultat non disponible;81;N/A - résultat non disponible;1
08030;Auge;0;0;58;1;1
08031;Aure;0;N/A - résultat non disponible;38;N/A - résultat non disponible;2
08032;Aussonce;1;0;232;2;20
08033;Authe;0;0;93;2;3
08034;Autrecourt-et-Pourron;4;0;338;1;15
08035;Autruche;0;N/A - résultat non disponible;50;N/A - résultat non disponible;4
08036;Autry;0;0;95;1;0
08037;Auvillers-les-Forges;3;20;902;10;49
08038;Avançon;2;0;346;2;17
08039;Avaux;3;40;511;5;18
08040;Les Ayvelles;4;10;859;10;42
08041;Baâlons;2;0;208;2;14
08043;Balan;3;21.4;1596;14;69
08044;Balham;5;N/A - résultat non disponible;150;N/A - résultat non disponible;10
08045;Ballay;2;N/A - résultat non disponible;245;N/A - résultat non disponible;12
08046;Banogne-Recouvrance;4;0;163;8;12
08047;Barbaise;0;0;106;1;2
08048;Barby;0;0;388;2;12
08049;Bar-lès-Buzancy;0;N/A - résultat non disponible;120;N/A - résultat non disponible;6
08052;Bayonville;0;0;68;2;6
08053;Bazeilles;25;4.5;2459;22;146
08055;Beaumont-en-Argonne;2;0;422;4;18
08056;Beffu-et-le-Morthomme;0;N/A - résultat non disponible;39;N/A - résultat non disponible;2
08057;Belleville-et-Châtillon-sur-Bar;1;0;241;2;8
08058;Belval;1;0;226;7;7
08059;Belval-Bois-des-Dames;1;N/A - résultat non disponible;27;N/A - résultat non disponible;1
08060;Bergnicourt;2;0;296;5;16
08061;La Berlière;0;N/A - résultat non disponible;37;N/A - résultat non disponible;0
08062;Bertoncourt;0;N/A - résultat non disponible;128;N/A - résultat non disponible;5
08063;La Besace;0;N/A - résultat non disponible;134;N/A - résultat non disponible;4
08064;Biermes;0;0;314;2;6
08065;Bièvres;0;N/A - résultat non disponible;46;N/A - résultat non disponible;2
08066;Bignicourt;0;0;66;1;4
08067;Blagny;2;0;1093;8;33
08069;Blanchefosse-et-Bay;0;N/A - résultat non disponible;136;N/A - résultat non disponible;4
08070;Blanzy-la-Salonnaise;0;0;397;1;18
08071;Blombay;0;0;130;1;1
08073;Bossus-lès-Rumigny;2;0;95;1;5
08074;Bouconville;1;N/A - résultat non disponible;57;N/A - résultat non disponible;5
08075;Boult-aux-Bois;2;0;151;3;9
08076;Boulzicourt;5;20;971;5;72
08077;Bourcq;3;N/A - résultat non disponible;51;N/A - résultat non disponible;3
08078;Bourg-Fidèle;4;0;829;8;30
08080;Bouvellemont;1;100;118;1;4
08081;Bogny-sur-Meuse;38;12.5;4947;32;200
08082;Brécy-Brières;1;N/A - résultat non disponible;76;N/A - résultat non disponible;1
08083;Brévilly;5;20;367;5;15
08084;Brienne-sur-Aisne;4;25;276;4;16
08085;Brieulles-sur-Bar;3;0;224;3;12
08086;Briquenay;0;N/A - résultat non disponible;89;N/A - résultat non disponible;2
08087;Brognon;0;33.3;130;3;6
08088;Bulson;3;0;138;1;3
08089;Buzancy;8;16.7;381;6;39
08090;Carignan;19;0;2745;20;150
08092;Cauroy;2;0;187;3;6
08094;Cernion;0;N/A - résultat non disponible;54;N/A - résultat non disponible;2
08095;Chagny;0;0;172;2;6
08096;Chalandry-Elaire;3;0;726;4;26
08097;Challerange;3;16.7;423;6;16
08098;Champigneulle;1;N/A - résultat non disponible;53;N/A - résultat non disponible;3
08099;Champigneul-sur-Vence;1;100;121;1;13
08100;Champlin;2;N/A - résultat non disponible;74;N/A - résultat non disponible;7
08101;La Chapelle;0;0;163;2;7
08102;Chappes;1;100;82;1;6
08103;Charbogne;1;0;219;1;10
08104;Chardeny;0;0;57;1;0
08105;Charleville-Mézières;162;8.8;45634;605;2780
08106;Charnois;0;0;72;2;0
08107;Château-Porcien;8;6.7;1297;15;61
08109;Chatel-Chéhéry;1;0;129;3;8
08110;Le Châtelet-sur-Sormonne;0;N/A - résultat non disponible;172;N/A - résultat non disponible;9
08111;Le Châtelet-sur-Retourne;5;0;775;4;32
08113;Chaumont-Porcien;2;0;486;3;32
08115;Chémery-Chéhéry;3;0;521;5;39
08116;Bairon et ses environs;4;0;1030;11;73
08117;Chesnois-Auboncourt;1;N/A - résultat non disponible;162;N/A - résultat non disponible;3
08119;Cheveuges;3;50;470;4;15
08120;Chevières;0;N/A - résultat non disponible;46;N/A - résultat non disponible;1
08121;Chilly;1;0;133;4;5
08122;Chooz;6;8.3;792;12;38
08123;Chuffilly-Roche;1;0;65;1;3
08124;Clavy-Warby;3;0;342;6;17
08125;Cliron;2;0;412;6;25
08126;Condé-lès-Herpy;4;0;219;2;18
08128;Condé-lès-Autry;2;N/A - résultat non disponible;64;N/A - résultat non disponible;7
08130;Contreuve;1;0;85;1;7
08131;Cornay;2;N/A - résultat non disponible;67;N/A - résultat non disponible;3
08132;Corny-Machéroménil;1;0;193;1;9
08133;Coucy;1;50;530;2;17
08134;Coulommes-et-Marqueny;2;0;75;1;6
08135;La Croix-aux-Bois;0;0;160;2;4
08136;Daigny;0;0;358;4;16
08137;Damouzy;2;0;428;1;28
08138;Les Deux-Villes;0;0;249;1;4
08139;Deville;7;22.2;1044;9;32
08140;Dom-le-Mesnil;3;8.3;1053;12;57
08141;Dommery;0;0;187;3;5
08142;Donchery;15;5;1989;20;120
08143;Doumely-Bégny;0;N/A - résultat non disponible;78;N/A - résultat non disponible;3
08144;Doux;1;N/A - résultat non disponible;102;N/A - résultat non disponible;6
08145;Douzy;16;9.1;2149;22;136
08146;Draize;1;50;90;2;5
08147;Dricourt;0;N/A - résultat non disponible;71;N/A - résultat non disponible;1
08148;L'Écaille;2;40;260;5;12
08149;L'Échelle;0;33.3;133;3;4
08150;Écly;1;0;169;2;7
08151;Écordal;3;0;290;1;9
08153;Escombres-et-le-Chesnois;0;0;343;1;8
08154;Estrebay;1;0;86;1;6
08155;Étalle;0;0;96;1;2
08156;Éteignières;1;0;469;1;19
08158;Étrépigny;0;0;272;1;5
08159;Euilly-et-Lombut;1;0;109;1;3
08160;Évigny;3;0;188;1;14
08161;Exermont;0;0;33;1;1
08162;Fagnon;1;0;341;5;13
08163;Faissault;0;50;257;2;19
08164;Falaise;2;0;342;4;17
08165;Faux;0;0;63;1;3
08166;Fépin;1;0;236;2;4
08167;La Férée;0;N/A - résultat non disponible;70;N/A - résultat non disponible;5
08168;La Ferté-sur-Chiers;4;N/A - résultat non disponible;176;N/A - résultat non disponible;10
08169;Flaignes-Havys;1;0;92;2;4
08170;Fleigneux;1;N/A - résultat non disponible;223;N/A - résultat non disponible;8
08171;Fléville;3;N/A - résultat non disponible;93;N/A - résultat non disponible;9
08172;Fligny;0;0;155;1;6
08173;Flize;6;5.9;1682;17;74
08174;Floing;6;0;2277;19;90
08175;Foisches;1;0;254;1;5
08176;Fossé;1;N/A - résultat non disponible;61;N/A - résultat non disponible;6
08178;Fraillicourt;0;0;171;3;4
08179;Francheval;2;0;590;8;17
08180;La Francheville;10;0;1647;8;90
08182;Le Fréty;0;0;61;1;5
08183;Fromelennes;5;14.3;1038;7;32
08184;Fromy;0;N/A - résultat non disponible;85;N/A - résultat non disponible;2
08185;Fumay;20;5.6;3118;18;122
08186;Germont;0;0;51;1;0
08187;Gernelle;0;0;315;5;14
08188;Gespunsart;9;12.5;969;8;53
08189;Girondelle;1;0;157;1;8
08190;Givet;30;9.9;6356;71;375
08191;Givonne;2;0;1055;6;28
08192;Givron;2;0;94;2;5
08193;Givry;0;33.3;266;3;7
08194;Glaire;14;0;824;7;77
08195;Gomont;2;0;320;1;7
08196;Grandchamp;0;50;89;2;5
08197;Grandham;0;N/A - résultat non disponible;36;N/A - résultat non disponible;1
08198;Grandpré;6;0;506;3;42
08199;La Grandville;1;0;765;2;29
08200;Grivy-Loisy;1;0;183;1;9
08201;Gruyères;1;0;104;4;7
08202;Gué-d'Hossus;0;0;504;2;18
08203;Guignicourt-sur-Vence;0;0;265;7;19
08204;Guincourt;1;0;74;1;4
08205;Hagnicourt;0;N/A - résultat non disponible;68;N/A - résultat non disponible;0
08206;Ham-les-Moines;3;0;360;6;15
08207;Ham-sur-Meuse;0;0;226;1;4
08208;Hannappes;0;0;134;1;2
08209;Hannogne-Saint-Martin;1;20;439;5;13
08210;Hannogne-Saint-Rémy;0;N/A - résultat non disponible;111;N/A - résultat non disponible;4
08211;Haraucourt;6;16.7;706;6;22
08212;Harcy;1;0;503;7;16
08214;Hargnies;6;50;453;2;21
08215;Harricourt;0;0;45;1;2
08216;Haudrecy;1;0;328;3;13
08217;Haulmé;1;0;87;1;8
08218;Les Hautes-Rivières;31;22.2;1253;9;79
08219;Hauteville;0;0;123;3;6
08220;Hauviné;2;0;320;4;18
08222;Haybes;14;0;1806;10;80
08223;Herbeuval;0;N/A - résultat non disponible;124;N/A - résultat non disponible;2
08225;Herpy-l'Arlésienne;0;0;213;3;13
08226;Hierges;4;N/A - résultat non disponible;164;N/A - résultat non disponible;19
08228;La Horgne;1;0;152;2;6
08229;Houdilcourt;0;0;143;1;9
08230;Houldizy;0;0;404;3;22
08232;Illy;1;0;416;6;15
08233;Imécourt;1;N/A - résultat non disponible;43;N/A - résultat non disponible;1
08234;Inaumont;0;100;136;1;3
08235;Issancourt-et-Rumel;1;33.3;399;3;10
08236;Jandun;0;0;304;4;11
08237;Joigny-sur-Meuse;4;0;631;3;24
08238;Jonval;1;0;89;3;7
08239;Juniville;3;13.3;1232;15;93
08240;Justine-Herbigny;2;0;164;1;8
08242;Laifour;0;0;410;1;15
08243;Lalobbe;3;0;165;5;16
08244;Lametz;0;0;76;1;0
08245;Lançon;1;N/A - résultat non disponible;31;N/A - résultat non disponible;1
08246;Landres-et-Saint-Georges;0;N/A - résultat non disponible;68;N/A - résultat non disponible;2
08247;Landrichamps;0;N/A - résultat non disponible;129;N/A - résultat non disponible;1
08248;Launois-sur-Vence;5;33.3;686;6;33
08249;Laval-Morency;1;100;233;1;15
08250;Leffincourt;4;0;189;2;10
08251;Lépron-les-Vallées;0;0;65;4;3
08252;Létanne;0;N/A - résultat non disponible;110;N/A - résultat non disponible;1
08254;Liart;5;0;596;7;33
08255;Linay;2;0;219;3;2
08256;Liry;0;0;89;1;2
08257;Logny-Bogny;1;0;153;1;4
08259;Longwé;0;N/A - résultat non disponible;66;N/A - résultat non disponible;2
08260;Lonny;1;0;618;2;40
08262;Lucquy;4;18.2;579;11;31
08263;Lumes;5;25;1103;4;49
08264;Machault;6;0;492;6;30
08268;Maisoncelle-et-Villers;2;N/A - résultat non disponible;69;N/A - résultat non disponible;6
08269;Malandry;0;0;79;3;3
08271;Manre;0;N/A - résultat non disponible;105;N/A - résultat non disponible;5
08272;Maranwez;0;N/A - résultat non disponible;54;N/A - résultat non disponible;3
08273;Marby;0;N/A - résultat non disponible;79;N/A - résultat non disponible;4
08274;Marcq;2;N/A - résultat non disponible;89;N/A - résultat non disponible;7
