Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Unités légales (en nombre) 2021;Population municipale 2022;Densité de population (historique depuis 1876) 2021;Part construction dans les créations d'ent. 2023
02193;Cierges;1;64;8;N/A - résultat non disponible
02194;Cilly;6;175;19;N/A - résultat non disponible
02195;Ciry-Salsogne;43;892;100.1;0
02196;Clacy-et-Thierret;18;294;71.3;0
02197;Clairfontaine;17;522;36.7;33.3
02198;Clamecy;4;238;68.5;N/A - résultat non disponible
02199;Clastres;22;590;72;0
02200;Clermont-les-Fermes;7;99;10.9;N/A - résultat non disponible
02201;Cœuvres-et-Valsery;18;466;36.6;33.3
02203;Coincy;86;1281;72.7;0
02204;Coingt;2;63;8.6;N/A - résultat non disponible
02205;Colligis-Crandelain;9;212;32.6;0
02206;Colonfay;1;72;22.2;100
02207;Commenchon;7;219;65.5;N/A - résultat non disponible
02208;Concevreux;8;260;20.8;0
02209;Condé-en-Brie;50;658;148;16.7
02210;Condé-sur-Aisne;9;358;96;33.3
02211;Condé-sur-Suippe;16;343;56.1;20
02212;Condren;32;682;124;0
02213;Connigis;9;318;60.4;0
02214;Contescourt;2;61;17.8;N/A - résultat non disponible
02215;Corbeny;40;849;55.5;12.5
02216;Corcy;11;318;41.9;0
02217;Coucy-le-Château-Auffrique;51;989;86.1;20
02218;Coucy-lès-Eppes;31;647;107.1;20
02219;Coucy-la-Ville;11;195;31.9;N/A - résultat non disponible
02220;Coulonges-Cohan;28;443;15.4;25
02221;Coupru;6;159;19.9;0
02222;Courbes;2;39;11.7;N/A - résultat non disponible
02223;Courboin;12;301;21.5;0
02224;Courcelles-sur-Vesle;11;348;39;0
02225;Courchamps;2;82;30.5;0
02226;Courmelles;51;1831;274.3;14.3
02227;Courmont;5;123;12.3;100
02228;Courtemont-Varennes;15;353;58.4;0
02229;Courtrizy-et-Fussigny;5;76;17.8;N/A - résultat non disponible
02230;Couvrelles;10;177;24;100
02231;Couvron-et-Aumencourt;25;931;70.2;0
02232;Coyolles;10;366;14.9;100
02233;Cramaille;6;133;17.1;0
02234;Craonne;5;85;9.6;0
02235;Craonnelle;5;118;19.3;N/A - résultat non disponible
02236;Crécy-au-Mont;13;323;27.6;N/A - résultat non disponible
02237;Crécy-sur-Serre;72;1487;84;7.1
02238;Crépy;55;1807;65.1;16.7
02239;Crézancy;48;1193;172.8;8.3
02240;Croix-Fonsomme;3;187;20.5;0
02241;La Croix-sur-Ourcq;4;89;8.6;0
02242;Crouttes-sur-Marne;24;607;144.1;14.3
02243;Crouy;134;3041;288.9;5.6
02244;Crupilly;5;64;18.2;0
02245;Cuffies;76;1760;356;15.4
02246;Cugny;21;605;64.1;0
02248;Cuirieux;9;154;24;0
02249;Cuiry-Housse;9;102;11.8;N/A - résultat non disponible
02250;Cuiry-lès-Chaudardes;1;80;14.8;0
02251;Cuiry-lès-Iviers;2;26;5.4;0
02252;Cuissy-et-Geny;5;71;14.3;100
02253;Cuisy-en-Almont;12;358;38.7;0
02254;Cutry;9;126;26.5;25
02255;Cys-la-Commune;3;159;35.8;0
02256;Dagny-Lambercy;5;125;12.7;0
02257;Dallon;19;431;75.4;0
02258;Dammard;17;375;46.7;33.3
02259;Dampleux;16;378;47.1;0
02260;Danizy;13;624;142.3;14.3
02261;Dercy;12;394;34.7;N/A - résultat non disponible
02262;Deuillet;8;202;55.1;50
02263;Dhuizel;3;113;16.6;0
02264;Dizy-le-Gros;44;722;36.4;0
02265;Dohis;2;82;10.9;N/A - résultat non disponible
02266;Dolignon;2;35;11.8;N/A - résultat non disponible
02267;Dommiers;20;306;41.6;N/A - résultat non disponible
02268;Domptin;33;638;137.1;25
02269;Dorengt;3;150;14.5;0
02270;Douchy;7;159;32.7;N/A - résultat non disponible
02271;Dravegny;7;132;8.3;0
02272;Droizy;6;75;14;0
02273;Dury;3;194;25.3;0
02274;Ébouleau;14;173;14;N/A - résultat non disponible
02275;Effry;6;313;114.1;0
02276;Englancourt;4;120;14.7;N/A - résultat non disponible
02277;Épagny;17;339;31;0
02278;Éparcy;4;34;4.3;N/A - résultat non disponible
02279;Épaux-Bézu;39;540;27.9;0
02280;Épieds;12;411;22;0
02281;L'Épine-aux-Bois;16;245;20.1;33.3
02282;Eppes;9;438;56;0
02283;Erlon;10;284;31.9;0
02284;Erloy;2;100;13.7;N/A - résultat non disponible
02286;Esquéhéries;31;849;52.7;0
02287;Essigny-le-Grand;50;1063;78.8;12.5
02288;Essigny-le-Petit;18;351;76.6;N/A - résultat non disponible
02289;Essises;13;412;56.2;0
02290;Essômes-sur-Marne;111;2698;95.2;19
02291;Estrées;9;408;58.1;0
02292;Étampes-sur-Marne;60;1331;596;0
02293;Étaves-et-Bocquiaux;11;546;40.1;0
02294;Étouvelles;15;207;87;0
02295;Étréaupont;46;845;48.2;0
02296;Étreillers;47;1176;136;0
02297;Étrépilly;2;125;24.4;0
02298;Étreux;42;1455;140.6;25
02299;Évergnicourt;12;526;57.8;0
02302;Faverolles;17;351;24.7;0
02303;Fayet;62;711;119.1;0
02304;La Fère;134;2860;423.5;14.3
02305;Fère-en-Tardenois;182;2881;143.4;10
02306;La Ferté-Chevresis;21;521;21.5;20
02307;La Ferté-Milon;83;2040;111.6;12.5
02308;Fesmy-le-Sart;22;516;31.3;0
02309;Festieux;23;707;104.2;50
02310;Fieulaine;11;249;32.2;0
02311;Filain;6;121;24.9;N/A - résultat non disponible
02312;La Flamengrie;47;1098;41.4;12.5
02313;Flavigny-le-Grand-et-Beaurain;5;438;32.3;0
02315;Flavy-le-Martel;53;1698;129.5;18.2
02316;Fleury;9;126;19.2;N/A - résultat non disponible
02317;Fluquières;7;198;39.1;100
02318;Folembray;53;1362;154.8;7.7
02319;Fonsomme;21;517;52.4;0
02320;Fontaine-lès-Clercs;5;230;43;33.3
02321;Fontaine-lès-Vervins;35;866;44.4;14.3
02322;Fontaine-Notre-Dame;19;379;32;0
02323;Fontaine-Uterte;2;135;23.6;N/A - résultat non disponible
02324;Fontenelle;6;289;28.4;0
02326;Fontenoy;27;470;51.4;33.3
02327;Foreste;8;164;32.6;N/A - résultat non disponible
02328;Fossoy;22;524;71.4;28.6
02329;Fourdrain;16;414;44.9;0
02330;Francilly-Selency;16;512;103.5;0
02331;Franqueville;6;107;35.5;100
02332;Fresnes-en-Tardenois;10;278;31;0
02333;Fresnes-sous-Coucy;3;160;22.1;100
02334;Fresnoy-le-Grand;113;2915;194.7;15.8
02335;Fressancourt;2;171;69.7;0
02336;Frières-Faillouël;25;976;64.3;0
02337;Froidestrées;7;194;37.7;N/A - résultat non disponible
02338;Froidmont-Cohartille;15;246;28.1;0
02339;Gandelu;25;691;69.7;0
02340;Gauchy;207;5197;834;14.6
02341;Gercy;4;258;40.6;N/A - résultat non disponible
02342;Gergny;9;131;22.4;0
02343;Germaine;4;84;18.3;N/A - résultat non disponible
02345;Gibercourt;0;37;14.1;N/A - résultat non disponible
02346;Gizy;14;634;62.8;12.5
02347;Gland;20;429;76.5;0
02349;Goudelancourt-lès-Berrieux;2;62;10.6;N/A - résultat non disponible
02350;Goudelancourt-lès-Pierrepont;3;141;15.9;N/A - résultat non disponible
02351;Goussancourt;1;117;13.4;0
02352;Gouy;27;570;32.2;0
02353;Grandlup-et-Fay;17;271;13.5;0
02354;Grandrieux;3;80;18.2;N/A - résultat non disponible
02355;Gricourt;40;1000;100.6;0
02356;Grisolles;8;230;21.9;0
02357;Gronard;3;61;9.3;N/A - résultat non disponible
02358;Grougis;8;310;28;66.7
02359;Grugies;40;1248;247.8;25
02360;Villeneuve-sur-Aisne;134;2788;111.2;4.3
02361;Guise;219;4510;281;0
02362;Guivry;5;239;33.4;25
02363;Guny;30;363;39.5;0
02364;Guyencourt;11;246;59.5;0
02366;Hannapes;7;327;35.7;0
02367;Happencourt;3;176;31.1;0
02368;Haramont;26;558;45.8;0
02369;Harcigny;7;243;32.1;0
02370;Hargicourt;16;551;70.3;60
02371;Harly;58;1563;414.1;15.4
02372;Hartennes-et-Taux;27;341;53.7;0
02373;Hary;11;196;17.1;0
02374;Lehaucourt;20;832;90;66.7
02375;Hautevesnes;11;162;22.1;0
02376;Hauteville;4;184;25.2;0
02377;Haution;5;130;14.1;N/A - résultat non disponible
02378;La Hérie;7;121;29.1;N/A - résultat non disponible
02379;Le Hérie-la-Viéville;6;194;21;33.3
02380;Hinacourt;0;28;8.7;N/A - résultat non disponible
02381;Hirson;289;8565;256.5;3.2
02382;Holnon;54;1350;212.9;11.8
02383;Homblières;80;1425;100.3;16.7
02384;Houry;1;58;16.7;N/A - résultat non disponible
02385;Housset;8;169;12.7;0
02386;Iron;5;219;23.2;0
02387;Itancourt;35;999;140.5;7.1
02388;Iviers;7;219;29.5;50
02389;Jaulgonne;52;669;373.6;11.1
02390;Jeancourt;4;253;43.8;0
02391;Jeantes;1;224;14;N/A - résultat non disponible
02392;Joncourt;13;326;44;0
02393;Jouaignes;5;139;17.6;0
02395;Jumencourt;6;126;21.3;0
02396;Jumigny;3;62;25.3;0
02397;Jussy;39;1186;91.2;0
02398;Juvigny;7;286;20.2;100
02399;Juvincourt-et-Damary;23;608;20.5;0
02400;Laffaux;5;154;22.5;0
02401;Laigny;13;184;17.3;N/A - résultat non disponible
02402;Lanchy;2;38;10;N/A - résultat non disponible
02403;Landifay-et-Bertaignemont;9;248;13;33.3
02404;Landouzy-la-Cour;6;168;17.3;N/A - résultat non disponible
02405;Landouzy-la-Ville;21;514;33.2;16.7
02406;Landricourt;3;129;22.3;N/A - résultat non disponible
02407;Laniscourt;6;213;70;0
02408;Laon;1212;24066;571.9;6.2
02409;Lappion;7;281;11.7;0
02410;Largny-sur-Automne;11;240;25.3;50
02411;Latilly;10;199;21.4;0
02412;Launoy;4;98;10.9;0
02413;Laval-en-Laonnois;11;248;54.1;0
02414;Lavaqueresse;10;202;45;N/A - résultat non disponible
02415;Laversine;11;156;21.7;0
02416;Lemé;8;412;36.5;N/A - résultat non disponible
02417;Lempire;3;129;46.9;N/A - résultat non disponible
02418;Lerzy;12;224;19.4;N/A - résultat non disponible
02419;Leschelle;13;269;18.2;0
02420;Lesdins;37;808;77.8;40
02421;Lesges;3;84;13.7;N/A - résultat non disponible
02422;Lesquielles-Saint-Germain;14;776;49.2;0
02423;Leuilly-sous-Coucy;16;445;34.4;0
02424;Leury;5;102;27.6;N/A - résultat non disponible
02425;Leuze;6;187;17.7;0
02426;Levergies;22;541;70.5;0
02427;Lhuys;6;139;28.1;25
02428;Licy-Clignon;1;70;18.1;N/A - résultat non disponible
02429;Lierval;3;120;32.9;50
02430;Liesse-Notre-Dame;37;1265;127.3;0
02431;Liez;11;383;69.9;14.3
02432;Limé;10;191;34.4;N/A - résultat non disponible
02433;Lislet;13;218;27;16.7
02435;Logny-lès-Aubenton;1;83;10.2;N/A - résultat non disponible
02438;Longpont;20;237;22.1;0
02439;Les Septvallons;63;1234;31.9;0
02440;Lor;10;139;15.4;50
02441;Louâtre;9;189;16;0
02442;Loupeigne;3;87;12.2;N/A - résultat non disponible
02443;Lucy-le-Bocage;13;212;27;0
02444;Lugny;5;118;26.6;N/A - résultat non disponible
02445;Luzoir;15;267;24.7;0
02446;Ly-Fontaine;4;118;34;N/A - résultat non disponible
02447;Maast-et-Violaine;4;133;12.8;0
02448;Mâchecourt;4;109;11.2;N/A - résultat non disponible
02449;Macogny;9;61;10.2;0
02450;Macquigny;17;356;17.7;0
02451;Magny-la-Fosse;3;122;33.6;N/A - résultat non disponible
02452;Maissemy;7;233;28.6;0
02453;Maizy;23;398;56.8;25
02454;La Malmaison;24;403;15.8;0
02455;Malzy;13;181;18.3;0
02456;Manicamp;9;306;29.3;0
02457;Marchais;16;391;25.6;33.3
02458;Dhuys et Morin-en-Brie;40;825;20.6;0
02459;Marcy;16;152;21.2;N/A - résultat non disponible
02460;Marcy-sous-Marle;5;204;46.7;N/A - résultat non disponible
02461;Marest-Dampcourt;20;342;42.6;0
02462;Mareuil-en-Dôle;9;223;25.7;0
02463;Marfontaine;4;82;9.1;N/A - résultat non disponible
02464;Margival;23;369;66.2;0
02465;Marigny-en-Orxois;21;527;33.9;0
02466;Marizy-Sainte-Geneviève;6;127;16.7;0
02467;Marizy-Saint-Mard;4;49;10.8;N/A - résultat non disponible
02468;Marle;119;2224;161.1;5.6
02469;Marly-Gomont;24;484;37.8;0
02470;Martigny;5;421;25.5;0
02471;Martigny-Courpierre;5;135;30;0
02472;Mauregny-en-Haye;20;403;38.1;16.7
02473;Mayot;7;213;64.3;N/A - résultat non disponible
02474;Mennessis;12;407;75.3;20
02476;Mennevret;24;654;56.4;12.5
02477;Mercin-et-Vaux;75;945;122.8;0
02478;Merlieux-et-Fouquerolles;9;255;44.5;20
02480;Mesbrecourt-Richecourt;13;318;35.4;0
02481;Mesnil-Saint-Laurent;37;450;85.3;0
02482;Meurival;1;58;19;100
02483;Mézières-sur-Oise;21;508;53.2;33.3
02484;Mézy-Moulins;23;551;121.2;25
02485;Missy-aux-Bois;10;98;31.9;0
02486;Missy-lès-Pierrepont;7;106;16.1;0
02487;Missy-sur-Aisne;23;628;190.5;0
02488;Molain;1;160;87.8;100
02489;Molinchart;16;355;78.1;16.7
02490;Monampteuil;6;123;21;N/A - résultat non disponible
02491;Monceau-le-Neuf-et-Faucouzy;24;321;16.3;N/A - résultat non disponible
02492;Monceau-lès-Leups;10;434;33;0
02493;Monceau-le-Waast;13;216;40.9;0
02494;Monceau-sur-Oise;6;130;21.8;0
02495;Mondrepuis;35;1033;51.1;16.7
02496;Monnes;3;94;19.5;0
02497;Mons-en-Laonnois;56;1148;280.2;11.1
02498;Montaigu;37;766;32.5;7.1
02499;Montbavin;2;40;7.5;N/A - résultat non disponible
02500;Montbrehain;29;813;81.8;0
02501;Montchâlons;4;74;12.6;N/A - résultat non disponible
02502;Montcornet;72;1224;219;0
02503;Mont-d'Origny;27;832;61.1;0
02504;Montescourt-Lizerolles;38;1619;256.6;16.7
02505;Montfaucon;12;208;13.5;N/A - résultat non disponible
02506;Montgobert;11;202;17.9;N/A - résultat non disponible
02507;Montgru-Saint-Hilaire;1;30;9.3;N/A - résultat non disponible
02508;Monthenault;13;145;51.4;0
02509;Monthiers;16;155;21;0
02510;Monthurel;3;137;36.8;0
02511;Montigny-en-Arrouaise;6;317;31.7;0
02512;Montigny-l'Allier;13;271;26.4;0
02513;Montigny-le-Franc;4;138;13.6;0
02514;Montigny-Lengrain;28;684;61.1;0
02515;Montigny-lès-Condé;4;50;10.9;N/A - résultat non disponible
02516;Montigny-sous-Marle;2;70;9.5;0
02517;Montigny-sur-Crécy;11;299;34.2;0
02518;Montlevon;16;289;13.2;16.7
02519;Montloué;4;193;12.2;0
02520;Mont-Notre-Dame;32;742;73.6;57.1
02521;Montreuil-aux-Lions;107;1328;104;0
02522;Mont-Saint-Jean;2;81;20.9;N/A - résultat non disponible
02523;Mont-Saint-Martin;1;70;12.2;N/A - résultat non disponible
02524;Mont-Saint-Père;25;689;64.6;0
02525;Morcourt;43;545;91.6;0
02526;Morgny-en-Thiérache;3;107;14.9;N/A - résultat non disponible
02527;Morsain;22;467;32.5;0
02528;Mortefontaine;12;215;18.6;0
02529;Mortiers;3;184;28.5;0
02530;Moulins;5;77;48.1;N/A - résultat non disponible
02531;Moussy-Verneuil;3;139;20.5;50
02532;Moÿ-de-l'Aisne;50;986;156.4;0
02533;Muret-et-Crouttes;1;111;20.2;0
02534;Muscourt;4;45;20.6;N/A - résultat non disponible
02535;Nampcelles-la-Cour;1;114;10.4;0
02536;Nampteuil-sous-Muret;4;93;29;N/A - résultat non disponible
02537;Nanteuil-la-Fosse;10;196;28.1;0
02538;Nanteuil-Notre-Dame;2;83;20.7;0
02539;Nauroy;29;672;109.4;0
02540;Nesles-la-Montagne;38;1196;70.1;50
02541;Neufchâtel-sur-Aisne;24;423;147.2;66.7
02542;Neuflieux;2;78;42.1;0
02543;Neuilly-Saint-Front;97;1980;112.8;7.7
02544;Neuve-Maison;23;607;72.4;33.3
02545;La Neuville-Bosmont;8;187;18.7;0
02546;La Neuville-en-Beine;9;191;48.8;0
02547;La Neuville-Housset;3;63;12.8;N/A - résultat non disponible
02548;La Neuville-lès-Dorengt;17;391;35.5;0
02549;Neuville-Saint-Amand;49;857;104;0
02550;Neuville-sur-Ailette;51;119;27;0
02551;Neuville-sur-Margival;6;114;30.7;N/A - résultat non disponible
02552;Neuvillette;7;180;29.7;0
02553;Nizy-le-Comte;14;232;7.6;0
02554;Nogentel;46;1106;159.9;0
02555;Nogent-l'Artaud;89;2089;87.5;4.2
02556;Noircourt;1;69;13.4;N/A - résultat non disponible
02557;Noroy-sur-Ourcq;4;126;24.9;N/A - résultat non disponible
02558;Le Nouvion-en-Thiérache;132;2479;51.7;0
02559;Nouvion-et-Catillon;18;523;30.2;0
02560;Nouvion-le-Comte;14;241;30.5;N/A - résultat non disponible
02561;Nouvion-le-Vineux;9;143;41.1;0
02562;Nouvron-Vingré;9;197;21.7;0
02563;Noyales;8;142;21.3;0
02564;Bernoy-le-Château;26;840;52.5;0
02565;Œuilly;8;295;102.8;100
02566;Ognes;33;1113;180.5;16.7
02567;Ohis;9;270;42;N/A - résultat non disponible
02568;Oigny-en-Valois;13;175;14.1;N/A - résultat non disponible
02569;Oisy;17;459;44.6;0
02570;Ollezy;4;169;32.6;100
02571;Omissy;20;679;99.3;0
02572;Orainville;18;496;57.7;0
02573;Orgeval;4;55;22.8;N/A - résultat non disponible
02574;Origny-en-Thiérache;61;1354;83.9;0
02575;Origny-Sainte-Benoite;69;1612;70.3;12.5
02576;Osly-Courtil;6;325;62.1;0
02577;Ostel;0;91;10;100
02578;Oulches-la-Vallée-Foulon;4;82;18.9;0
02579;Oulchy-la-Ville;5;127;17.4;N/A - résultat non disponible
02580;Oulchy-le-Château;40;811;54;8.3
02581;Paars;9;314;61.6;N/A - résultat non disponible
02582;Paissy;3;79;11;0
02583;Pancy-Courtecon;2;56;8.3;N/A - résultat non disponible
02584;Papleux;5;115;60.1;N/A - résultat non disponible
02585;Parcy-et-Tigny;7;247;23.7;0
02586;Parfondeval;4;141;12.7;0
02587;Parfondru;11;351;38.8;0
02588;Pargnan;3;66;27.6;N/A - résultat non disponible
02589;Pargny-Filain;14;250;50.9;0
02590;Pargny-la-Dhuys;8;172;13.5;N/A - résultat non disponible
02591;Pargny-les-Bois;2;140;20.2;N/A - résultat non disponible
02592;Parpeville;7;192;12.1;0
02593;Pasly;34;1061;352;6.2
02594;Passy-en-Valois;7;125;37;0
02595;Passy-sur-Marne;7;139;37.2;N/A - résultat non disponible
02596;Pavant;23;755;139.2;0
02598;Pernant;42;683;69.3;33.3
02599;Pierremande;8;249;33.2;0
02600;Pierrepont;15;336;31.3;0
02601;Pignicourt;9;175;26;0
02602;Pinon;75;1650;174.6;11.8
02604;Pithon;5;78;32.8;N/A - résultat non disponible
02605;Pleine-Selve;6;191;31.6;0
02606;Le Plessier-Huleu;6;85;14.8;66.7
02607;Ploisy;11;97;31.7;0
02608;Plomion;19;454;28.1;0
02609;Ployart-et-Vaurseine;3;23;4.5;N/A - résultat non disponible
02610;Pommiers;25;738;112.1;20
02612;Pont-Arcy;5;118;38.1;N/A - résultat non disponible
02613;Pontavert;29;605;45;14.3
02614;Pontru;6;281;18.4;0
02615;Pontruet;9;352;52.6;28.6
02616;Pont-Saint-Mard;8;185;28.6;N/A - résultat non disponible
02617;Pouilly-sur-Serre;17;496;50.6;50
02618;Prémont;19;686;56.3;0
02619;Prémontré;8;596;74.1;0
02620;Presles-et-Boves;19;327;34.8;N/A - résultat non disponible
02621;Presles-et-Thierny;19;400;47.2;0
02622;Priez;1;58;11.4;N/A - résultat non disponible
02623;Prisces;0;94;14.3;0
02624;Proisy;10;275;52.5;0
02625;Proix;4;144;41.4;0
02626;Prouvais;11;339;18.5;14.3
02627;Proviseux-et-Plesnoy;8;133;11.6;0
02628;Puiseux-en-Retz;16;221;21.8;0
02629;Puisieux-et-Clanlieu;11;327;18.5;0
02631;Quierzy;10;419;50.6;N/A - résultat non disponible
02632;Quincy-Basse;2;54;14.2;N/A - résultat non disponible
02633;Quincy-sous-le-Mont;1;62;12.1;0
02634;Raillimont;4;89;18.2;0
02635;Ramicourt;7;147;38.5;0
02636;Regny;7;193;16.7;0
02637;Remaucourt;20;278;45.7;0
02638;Remies;9;240;26.6;25
02639;Remigny;12;341;34.2;0
02640;Renansart;4;149;17.6;100
02641;Renneval;2;127;17.4;0
02642;Résigny;9;161;20.8;0
02643;Ressons-le-Long;48;780;74.3;11.1
02644;Retheuil;15;348;22.5;25
02645;Reuilly-Sauvigny;9;213;30.6;20
02647;Ribeauville;0;77;19;N/A - résultat non disponible
02648;Ribemont;86;1909;70.8;8.7
02649;Rocourt-Saint-Martin;17;305;54;0
02650;Rocquigny;17;364;32.9;0
02651;Rogécourt;2;94;18.1;0
02652;Rogny;6;100;18;N/A - résultat non disponible
02653;Romeny-sur-Marne;29;466;113.9;0
02654;Romery;2;83;21;N/A - résultat non disponible
02655;Ronchères;3;152;24.6;N/A - résultat non disponible
02656;Roucy;25;375;55.2;0
02657;Rougeries;4;202;52.8;66.7
02658;Roupy;8;238;40.3;0
02659;Rouvroy;46;507;100.2;0
02660;Rouvroy-sur-Serre;2;42;10;0
02661;Royaucourt-et-Chailvet;15;228;77.6;50
02662;Rozet-Saint-Albin;13;333;41.5;0
02663;Rozières-sur-Crise;9;234;31.4;25
02664;Rozoy-Bellevalle;7;120;17.8;25
02665;Grand-Rozoy;9;299;24;50
02666;Rozoy-sur-Serre;50;922;57.4;N/A - résultat non disponible
02667;Saconin-et-Breuil;11;197;23.1;0
02668;Sains-Richaumont;53;939;78.5;12.5
02670;Saint-Algis;9;148;21.5;0
02671;Saint-Aubin;17;279;33.5;N/A - résultat non disponible
02672;Saint-Bandry;9;240;41;0
02673;Saint-Christophe-à-Berry;19;443;56.8;0
02674;Saint-Clément;3;47;9.8;0
02675;Sainte-Croix;7;130;40;N/A - résultat non disponible
02676;Saint-Erme-Outre-et-Ramecourt;98;1700;84.8;7.1
02677;Saint-Eugène;3;234;35;33.3
02678;Sainte-Geneviève;2;70;14.8;N/A - résultat non disponible
02679;Saint-Gengoulph;7;153;20.1;0
02680;Saint-Gobain;93;2313;77.9;0
02681;Saint-Gobert;11;285;36.2;0
02682;Saint-Mard;4;116;24.5;0
02683;Saint-Martin-Rivière;2;115;20.1;0
02684;Saint-Michel;99;3222;77.1;13.8
02685;Saint-Nicolas-aux-Bois;6;116;18.5;0
02686;Saint-Paul-aux-Bois;12;360;32.9;0
02687;Saint-Pierre-Aigle;28;332;28;0
02688;Saint-Pierre-lès-Franqueville;0;41;6.1;0
02689;Saint-Pierremont;2;40;5.7;N/A - résultat non disponible
02690;Sainte-Preuve;6;68;7.5;N/A - résultat non disponible
02691;Saint-Quentin;3066;52995;2347.4;7.3
02693;Saint-Rémy-Blanzy;11;225;16;16.7
02694;Saint-Simon;28;598;96.5;0
02696;Saint-Thomas;3;72;28.8;0
02697;Samoussy;8;387;15.2;0
02698;Sancy-les-Cheminots;2;98;22.1;0
02699;Saponay;16;270;27.5;0
02701;Saulchery;31;695;265;0
02702;Savy;17;612;81.3;0
02703;Seboncourt;25;1085;91.9;0
02704;Selens;12;207;28.8;0
02705;La Selve;6;198;42.3;0
02706;Septmonts;37;571;118.1;0
02707;Septvaux;11;179;20.9;0
02708;Sequehart;12;211;33.4;0
02709;Serain;18;390;60.2;0
02710;Seraucourt-le-Grand;22;714;68.5;0
02711;Serches;10;277;30.7;0
02712;Sergy;3;137;10.4;0
02713;Seringes-et-Nesles;17;268;19.6;0
02714;Sermoise;15;347;64.2;0
02715;Serval;4;42;19.6;N/A - résultat non disponible
02716;Servais;10;290;52.6;0
02717;Séry-lès-Mézières;27;602;52.2;0
02718;Silly-la-Poterie;5;114;50.2;0
02719;Sinceny;80;1988;152.3;0
02720;Sissonne;81;2061;38.5;50
02721;Sissy;19;490;44.1;16.7
02722;Soissons;1676;28667;2330;8.2
02723;Soize;12;96;16.2;N/A - résultat non disponible
02724;Sommelans;1;58;13.8;0
02725;Sommeron;5;135;29.1;N/A - résultat non disponible
02726;Sommette-Eaucourt;11;177;28.2;0
02727;Sons-et-Ronchères;7;207;22.7;N/A - résultat non disponible
02728;Sorbais;4;261;18.7;0
02729;Soucy;5;77;14.8;N/A - résultat non disponible
02730;Soupir;12;270;26.3;0
02731;Le Sourd;8;166;24.2;N/A - résultat non disponible
02732;Surfontaine;1;98;16.5;N/A - résultat non disponible
02734;Taillefontaine;10;262;25.1;0
02735;Tannières;1;16;6.3;N/A - résultat non disponible
02736;Tartiers;14;165;18.4;0
02737;Tavaux-et-Pontséricourt;16;549;21.7;50
02738;Tergnier;371;13261;748.2;6.9
02739;Terny-Sorny;22;326;47.5;0
02740;Thenailles;10;221;13.5;0
02741;Thenelles;10;542;77.4;0
02742;Thiernu;6;120;19.3;0
02743;Le Thuel;7;155;21.7;50
02744;Torcy-en-Valois;4;77;20.4;N/A - résultat non disponible
02745;Toulis-et-Attencourt;5;112;15.2;0
02746;Travecy;15;683;46.1;16.7
02747;Trefcon;5;81;20.4;0
02748;Trélou-sur-Marne;53;948;46.3;20
02749;Troësnes;12;211;80.8;0
02750;Trosly-Loire;27;551;36.8;28.6
02751;Trucy;9;141;46.8;0
02752;Tugny-et-Pont;7;283;48;N/A - résultat non disponible
02753;Tupigny;14;335;25.5;0
02754;Ugny-le-Gay;7;186;31.5;0
02755;Urcel;44;539;77.1;0
02756;Urvillers;19;688;50.3;8.3
02757;Vadencourt;18;511;42.2;0
02758;Vailly-sur-Aisne;104;2019;202.1;14.3
02759;La Vallée-au-Blé;15;358;70;N/A - résultat non disponible
02760;La Vallée-Mulâtre;4;147;27.1;0
02761;Variscourt;2;218;37.8;0
02762;Vassens;6;171;16.2;100
02763;Vasseny;10;204;66.4;0
02764;Vassogne;7;92;31.1;100
02765;Vaucelles-et-Beffecourt;10;233;58.3;0
02766;Vaudesson;7;238;28.1;0
02767;Vauxrezis;8;325;49.1;0
02768;Vauxaillon;21;504;37.5;33.3
02769;Vaux-Andigny;57;923;58.1;12.5
02770;Vauxbuin;49;771;155.6;0
02772;Vaux-en-Vermandois;3;142;38.4;0
02773;Vauxtin;2;44;17.6;N/A - résultat non disponible
02774;Vendelles;4;122;22.9;0
02775;Vendeuil;27;926;64.1;25
02776;Vendhuile;35;574;51.4;0
02777;Vendières;8;129;10.8;0
02778;Vendresse-Beaulne;6;99;11.1;N/A - résultat non disponible
02779;Vénérolles;8;225;24.9;50
02780;Venizel;46;1333;363.3;0
02781;Verdilly;15;455;89.6;0
02782;Le Verguier;7;215;50.9;N/A - résultat non disponible
02783;Grand-Verly;1;134;36.1;N/A - résultat non disponible
02784;Petit-Verly;7;156;28.9;0
02785;Vermand;50;1102;69.9;9.1
02786;Verneuil-sous-Coucy;4;136;28.2;0
02787;Verneuil-sur-Serre;4;255;33.2;33.3
02788;Versigny;19;467;36.2;25
02789;Vervins;135;2574;251.2;4
02790;Vesles-et-Caumont;4;243;23.4;0
02791;Veslud;15;269;64.2;0
02792;Veuilly-la-Poterie;11;155;20.7;N/A - résultat non disponible
02793;Vézaponin;9;114;35.8;0
02794;Vézilly;14;184;17.2;25
02795;Vic-sur-Aisne;82;1610;306.3;10
02796;Vichel-Nanteuil;4;93;14.1;N/A - résultat non disponible
02797;Viel-Arcy;9;172;26.1;0
02798;Viels-Maisons;74;1199;56.2;23.5
02799;Vierzy;10;378;31;0
02800;Viffort;11;314;31.9;0
02801;Vigneux-Hocquet;14;266;19.5;0
02802;La Ville-aux-Bois-lès-Dizy;5;203;20.1;0
